,1700.0 µM Pi (1),850.0 µM Pi (1),425.0 µM Pi (1),212.5 µM Pi (1),106.25 µM Pi (1),53.125 µM Pi (1),26.5625 µM Pi (1),13.28125 µM Pi (1),6.640625 µM Pi (1),3.3203125 µM Pi (1),1.66015625 µM Pi (1),0.830078125 µM Pi (1),1700.0 µM Pi (2),850.0 µM Pi (2),425.0 µM Pi (2),212.5 µM Pi (2),106.25 µM Pi (2),53.125 µM Pi (2),26.5625 µM Pi (2),13.28125 µM Pi (2),6.640625 µM Pi (2),3.3203125 µM Pi (2),1.66015625 µM Pi (2),0.830078125 µM Pi (2),time
0,154.0,152.48,149.92,155.04,155.51999999999998,150.79999999999998,157.44,156.48,157.92,152.95999999999998,153.6,158.48,149.28,150.95999999999998,150.23999999999998,147.6,142.72,152.07999999999998,154.07999999999998,155.04,155.83999999999997,153.76,151.76,156.32,0.0
1,154.23999999999998,151.76,150.39999999999998,155.2,154.72,150.55999999999997,156.64,156.72,158.23999999999998,153.6,153.92,158.8,149.84,151.2,150.07999999999998,147.44,142.72,152.56,154.16,155.6,154.72,154.72,152.16,155.76,24.0
2,153.68,152.48,149.84,155.04,155.28,151.04,156.72,156.79999999999998,158.8,153.76,153.35999999999999,158.64,150.32,151.44,150.71999999999997,146.48,142.72,151.67999999999998,154.48,155.12,155.6,154.72,152.79999999999998,156.4,48.0
3,153.11999999999998,152.4,149.67999999999998,155.12,155.44,150.79999999999998,156.79999999999998,156.24,161.2,153.84,153.04,158.88,150.48,152.07999999999998,150.48,147.84,142.72,151.44,154.23999999999998,155.6,155.12,154.32,152.16,156.48,72.0
4,154.55999999999997,153.11999999999998,150.55999999999997,155.51999999999998,155.2,150.95999999999998,155.76,156.4,161.6,154.16,153.51999999999998,160.32,151.2,152.07999999999998,151.35999999999999,147.6,143.11999999999998,152.4,155.04,155.12,154.96,154.48,153.11999999999998,156.32,96.0
5,155.2,153.11999999999998,150.95999999999998,155.51999999999998,155.44,150.95999999999998,157.2,156.48,161.52,154.16,153.35999999999999,159.04,151.35999999999999,151.99999999999997,151.28,148.23999999999998,143.6,152.48,155.04,155.67999999999998,155.2,154.64,152.64,156.64,120.0
6,155.12,153.6,150.32,155.51999999999998,154.64,150.55999999999997,156.79999999999998,156.56,161.43999999999997,153.44,153.6,158.96,151.28,152.16,151.67999999999998,148.48,143.51999999999998,152.23999999999998,155.2,156.24,155.44,154.64,152.95999999999998,156.88,144.0
7,155.28,153.04,150.55999999999997,155.12,155.83999999999997,151.2,156.24,156.88,161.35999999999999,153.68,153.6,160.79999999999998,151.76,152.88,151.6,148.0,144.0,152.56,155.04,156.32,155.67999999999998,154.64,154.88,158.23999999999998,168.0
8,155.76,153.84,151.04,156.0,156.16,150.95999999999998,156.48,156.72,161.99999999999997,153.84,153.2,158.96,151.76,152.72,151.44,148.16,144.0,152.79999999999998,154.96,155.92,155.6,154.23999999999998,153.51999999999998,157.35999999999999,192.0
9,156.07999999999998,153.44,150.55999999999997,156.24,155.92,150.48,156.72,156.07999999999998,161.67999999999998,153.44,153.27999999999997,158.23999999999998,151.83999999999997,152.64,151.44,148.39999999999998,144.16,153.35999999999999,155.44,155.83999999999997,155.76,154.72,152.79999999999998,156.79999999999998,216.0
10,156.16,154.0,150.64,155.67999999999998,155.44,150.95999999999998,156.64,155.76,160.95999999999998,153.27999999999997,153.6,159.04,152.23999999999998,153.51999999999998,151.83999999999997,148.23999999999998,144.48,153.44,155.92,155.67999999999998,155.51999999999998,154.96,153.44,156.32,240.1
11,155.6,154.55999999999997,150.95999999999998,155.76,156.4,150.55999999999997,156.0,156.0,161.67999999999998,153.11999999999998,154.07999999999998,158.48,152.64,153.2,152.23999999999998,148.88,144.16,153.11999999999998,156.24,156.79999999999998,155.6,154.79999999999998,152.95999999999998,156.72,264.2
12,156.88,154.64,151.04,155.67999999999998,155.92,150.48,157.84,158.88,161.52,153.92,154.79999999999998,158.88,152.48,153.68,152.64,148.39999999999998,144.48,153.6,161.35999999999999,157.6,155.83999999999997,155.6,153.2,156.95999999999998,288.3
13,156.56,154.48,150.71999999999997,155.67999999999998,155.83999999999997,150.48,156.0,156.24,161.28,153.44,153.51999999999998,158.32,153.04,154.16,152.79999999999998,148.72,144.39999999999998,153.92,156.0,156.48,155.67999999999998,154.79999999999998,153.68,156.79999999999998,312.4
14,156.88,155.2,151.2,155.92,156.16,150.88,156.16,156.56,160.24,153.2,153.35999999999999,158.0,153.11999999999998,154.07999999999998,151.83999999999997,148.56,145.12,154.07999999999998,155.6,156.95999999999998,155.67999999999998,154.72,152.79999999999998,157.04,336.5
15,157.44,155.28,151.6,156.24,155.83999999999997,150.79999999999998,155.92,156.32,161.04,153.04,153.6,158.96,153.44,154.32,152.72,148.72,145.35999999999999,154.0,156.07999999999998,156.0,155.51999999999998,154.16,153.04,156.4,360.6
16,157.84,155.28,151.51999999999998,156.07999999999998,156.48,150.71999999999997,156.0,156.0,160.88,153.76,155.92,157.76,153.6,154.23999999999998,151.99999999999997,149.35999999999999,145.2,153.76,155.67999999999998,157.35999999999999,155.6,154.32,152.79999999999998,156.72,384.7
17,157.28,155.44,151.76,156.0,156.48,151.28,156.0,156.24,161.04,153.11999999999998,153.04,158.39999999999998,153.84,154.72,152.64,149.44,145.51999999999998,153.84,155.67999999999998,155.92,155.12,154.64,152.79999999999998,156.07999999999998,408.8
18,158.07999999999998,155.44,151.44,156.88,156.64,151.2,156.4,156.24,161.11999999999998,153.6,153.68,158.32,153.68,155.04,152.64,149.2,144.48,153.2,155.51999999999998,156.4,155.2,154.39999999999998,152.88,155.92,432.9
19,157.68,155.67999999999998,151.67999999999998,156.07999999999998,156.72,151.12,156.64,156.32,161.52,153.11999999999998,153.51999999999998,158.96,154.48,155.28,153.11999999999998,149.28,145.04,153.76,155.83999999999997,156.24,155.2,154.64,152.95999999999998,155.83999999999997,457.0
20,156.95999999999998,155.83999999999997,151.76,156.95999999999998,156.88,151.28,156.32,156.64,161.6,153.6,153.44,158.64,154.0,155.28,152.72,149.35999999999999,145.04,153.84,155.35999999999999,156.0,155.04,153.84,152.88,156.07999999999998,481.1
21,157.35999999999999,156.4,152.4,156.95999999999998,156.72,151.67999999999998,156.56,156.95999999999998,161.75999999999996,153.68,153.92,158.39999999999998,153.6,155.51999999999998,153.35999999999999,149.28,145.2,153.84,156.0,156.79999999999998,154.88,154.16,153.04,156.48,505.2
22,157.92,155.35999999999999,151.76,156.4,156.64,151.99999999999997,157.11999999999998,156.79999999999998,161.67999999999998,153.27999999999997,154.16,158.56,153.6,155.28,153.11999999999998,149.67999999999998,145.35999999999999,153.44,155.83999999999997,156.56,154.72,154.23999999999998,153.27999999999997,156.0,529.3
23,157.92,157.04,153.11999999999998,157.2,157.35999999999999,151.99999999999997,157.04,156.72,161.67999999999998,153.44,154.16,158.23999999999998,154.64,155.35999999999999,153.44,150.16,145.2,153.51999999999998,155.67999999999998,156.0,155.35999999999999,154.16,153.04,156.24,553.4
24,158.48,156.56,152.72,156.64,157.11999999999998,151.99999999999997,156.88,157.04,161.67999999999998,154.0,154.48,159.67999999999998,154.88,155.76,153.35999999999999,149.76,145.51999999999998,153.84,155.67999999999998,156.64,155.12,153.92,152.79999999999998,155.83999999999997,577.5
25,158.48,156.95999999999998,153.44,157.76,157.84,151.92,157.6,157.11999999999998,162.16,153.84,154.64,158.56,155.51999999999998,156.48,153.44,150.32,145.6,153.68,155.51999999999998,156.56,155.04,154.32,152.32,156.24,601.6
26,158.72,157.35999999999999,152.64,157.84,157.35999999999999,152.64,157.68,156.64,163.84,154.32,156.32,158.56,155.28,156.24,153.27999999999997,149.84,145.28,153.35999999999999,158.0,157.68,156.0,154.88,152.56,155.28,625.7
27,159.44,157.52,153.68,158.16,159.28,151.99999999999997,157.28,157.11999999999998,161.6,153.68,155.83999999999997,158.96,155.67999999999998,155.92,153.35999999999999,150.23999999999998,145.83999999999997,153.92,156.07999999999998,156.16,154.79999999999998,154.0,152.07999999999998,155.35999999999999,649.8
28,159.2,157.6,154.32,158.56,158.39999999999998,152.4,157.52,157.35999999999999,161.43999999999997,154.07999999999998,156.4,158.96,155.6,156.79999999999998,153.76,150.07999999999998,145.6,153.84,155.76,155.67999999999998,154.64,154.32,152.32,155.92,673.9
29,159.67999999999998,158.16,154.39999999999998,158.32,158.72,151.99999999999997,156.95999999999998,157.04,161.99999999999997,153.92,157.11999999999998,158.72,155.76,156.56,154.32,150.48,145.6,153.68,155.83999999999997,156.48,154.39999999999998,154.39999999999998,152.23999999999998,156.4,698.0
30,160.15999999999997,158.07999999999998,154.79999999999998,158.39999999999998,159.04,152.95999999999998,157.04,157.2,161.75999999999996,153.51999999999998,156.07999999999998,160.15999999999997,156.79999999999998,156.64,154.16,150.32,145.28,154.0,155.67999999999998,156.88,154.72,154.16,152.48,155.92,722.1
31,160.32,158.48,154.72,158.88,158.64,152.48,157.52,157.52,161.75999999999996,154.16,156.64,159.76,156.32,156.56,153.84,150.07999999999998,145.76,153.44,155.83999999999997,156.48,154.39999999999998,154.23999999999998,152.56,155.92,746.3
32,160.88,158.72,154.39999999999998,158.16,159.12,152.56,157.28,157.04,161.67999999999998,153.92,157.28,159.76,156.16,156.79999999999998,154.32,150.88,145.67999999999998,153.68,155.28,156.0,154.72,154.32,152.4,155.28,770.5
33,160.47999999999996,158.56,155.6,158.88,158.64,151.92,157.52,157.28,162.23999999999998,154.72,154.23999999999998,158.48,157.11999999999998,157.52,155.04,151.2,145.67999999999998,153.76,155.6,156.48,154.88,153.11999999999998,152.95999999999998,155.76,794.7
34,160.95999999999998,159.28,154.72,159.35999999999999,159.76,152.72,158.96,158.8,163.12,154.72,154.23999999999998,159.12,157.44,157.76,154.64,151.35999999999999,146.48,153.11999999999998,157.04,157.35999999999999,156.24,154.32,152.4,154.96,818.9
35,161.75999999999996,159.12,155.28,159.28,159.04,153.27999999999997,157.52,159.2,163.12,154.23999999999998,153.6,160.15999999999997,157.84,158.0,155.35999999999999,151.51999999999998,146.48,154.07999999999998,156.0,156.79999999999998,154.32,153.27999999999997,153.92,154.48,843.1
36,162.07999999999998,158.88,155.83999999999997,159.28,159.2,153.04,158.0,157.44,161.92,154.16,153.84,159.2,157.68,158.23999999999998,155.44,150.95999999999998,146.4,153.84,155.04,156.56,154.07999999999998,154.39999999999998,151.6,155.51999999999998,867.3
37,161.92,160.07999999999998,156.0,159.51999999999998,159.44,152.79999999999998,158.07999999999998,157.52,162.32,153.51999999999998,154.48,158.64,158.56,157.68,155.83999999999997,151.04,146.16,154.23999999999998,155.04,156.0,154.48,154.0,152.32,155.28,891.5
38,161.92,159.92,156.0,159.6,159.51999999999998,152.79999999999998,158.07999999999998,158.0,161.52,154.16,154.23999999999998,158.96,158.23999999999998,158.23999999999998,155.67999999999998,150.64,145.92,153.44,156.24,155.83999999999997,154.48,154.23999999999998,152.64,154.96,915.7
39,162.32,160.71999999999997,156.07999999999998,160.24,158.88,153.51999999999998,157.68,157.76,161.6,154.39999999999998,153.44,159.12,157.68,158.88,155.76,151.28,146.07999999999998,153.76,155.12,155.83999999999997,154.39999999999998,154.0,152.16,155.51999999999998,939.9
40,162.8,160.47999999999996,156.64,160.07999999999998,159.04,152.88,158.07999999999998,156.32,161.99999999999997,154.23999999999998,154.23999999999998,159.04,159.2,158.48,156.64,150.48,146.07999999999998,154.0,154.88,155.6,153.92,153.51999999999998,152.64,155.28,964.1
41,163.03999999999996,161.11999999999998,156.56,159.44,159.6,153.68,157.92,156.95999999999998,161.2,153.92,154.55999999999997,159.35999999999999,159.12,158.64,156.56,151.6,145.2,153.2,155.12,156.24,153.84,153.51999999999998,154.39999999999998,154.88,988.3
42,163.27999999999997,160.64,156.88,160.24,159.35999999999999,153.04,157.52,157.68,162.23999999999998,154.55999999999997,154.16,158.88,158.88,158.8,156.95999999999998,151.28,146.07999999999998,153.44,155.28,155.12,153.51999999999998,154.0,154.48,154.64,1012.5
43,163.51999999999998,161.6,156.64,160.47999999999996,159.6,153.27999999999997,158.16,157.28,162.23999999999998,153.92,154.0,158.72,158.8,159.28,157.04,151.12,145.35999999999999,153.68,155.76,155.6,154.0,153.2,154.07999999999998,154.96,1036.7
44,164.16,161.6,156.16,160.39999999999998,159.28,153.68,158.16,157.84,162.07999999999998,154.23999999999998,154.64,158.88,159.76,158.72,157.04,151.2,146.16,153.68,155.51999999999998,155.67999999999998,153.6,153.51999999999998,154.07999999999998,157.35999999999999,1060.9
45,164.31999999999996,161.43999999999997,156.79999999999998,160.39999999999998,160.0,153.27999999999997,158.0,160.47999999999996,163.76,154.88,154.48,158.96,160.32,159.6,157.04,151.2,145.76,154.72,155.44,155.28,156.48,153.76,151.76,155.83999999999997,1085.1
46,163.99999999999997,162.23999999999998,157.52,160.71999999999997,160.0,153.27999999999997,158.0,157.92,161.35999999999999,154.23999999999998,154.48,159.2,160.07999999999998,158.72,157.35999999999999,151.2,144.23999999999998,153.84,154.0,155.6,154.23999999999998,154.0,151.83999999999997,154.79999999999998,1109.3
47,165.2,162.07999999999998,157.11999999999998,159.84,159.92,153.27999999999997,158.48,157.44,161.67999999999998,154.39999999999998,154.39999999999998,159.67999999999998,160.39999999999998,159.76,157.92,152.48,144.32,152.64,154.48,155.6,154.88,153.84,152.16,156.72,1133.5
48,164.88,162.32,157.35999999999999,160.47999999999996,159.76,152.95999999999998,157.92,158.23999999999998,161.28,153.76,155.04,159.04,160.32,159.51999999999998,158.0,152.16,143.76,153.44,154.0,155.83999999999997,154.64,154.16,151.44,156.64,1157.7
49,164.95999999999998,162.56,157.68,160.88,159.84,153.44,161.99999999999997,158.64,160.79999999999998,154.0,154.0,159.2,160.79999999999998,160.15999999999997,157.84,151.67999999999998,143.51999999999998,153.44,154.64,155.67999999999998,154.23999999999998,153.35999999999999,151.83999999999997,155.83999999999997,1181.9
50,165.36,162.88,157.84,161.2,159.76,153.92,162.23999999999998,158.32,161.52,154.72,154.55999999999997,159.04,161.35999999999999,159.67999999999998,158.16,152.32,143.44,152.79999999999998,154.96,155.44,154.16,153.76,151.83999999999997,155.76,1206.1
51,165.59999999999997,163.84,158.07999999999998,160.71999999999997,160.39999999999998,154.07999999999998,161.6,158.56,160.56,154.32,154.72,158.88,161.67999999999998,159.92,158.56,151.92,142.95999999999998,153.35999999999999,154.16,155.6,154.79999999999998,153.76,151.51999999999998,156.16,1230.3
52,165.68,163.35999999999999,158.64,160.56,160.39999999999998,154.16,162.88,159.04,160.24,153.84,155.83999999999997,158.88,161.75999999999996,160.15999999999997,158.07999999999998,151.76,143.51999999999998,152.95999999999998,153.92,155.6,155.04,153.84,152.95999999999998,154.88,1254.5
53,165.59999999999997,163.27999999999997,158.64,161.04,160.64,154.16,160.15999999999997,158.88,160.79999999999998,154.64,154.48,159.51999999999998,162.39999999999998,159.92,158.64,151.12,143.04,152.95999999999998,153.51999999999998,155.12,154.32,154.32,152.16,157.11999999999998,1278.7
54,166.0,164.08,158.48,161.35999999999999,164.79999999999998,153.51999999999998,160.64,159.28,160.39999999999998,154.39999999999998,153.92,159.67999999999998,162.32,160.39999999999998,158.88,152.23999999999998,145.67999999999998,152.95999999999998,154.16,154.07999999999998,155.04,154.0,154.16,158.8,1302.9
55,167.04,164.4,159.04,161.75999999999996,163.76,156.4,158.8,157.52,162.07999999999998,154.79999999999998,154.39999999999998,159.67999999999998,162.16,160.64,159.28,152.64,143.51999999999998,153.2,154.0,156.07999999999998,155.2,153.92,151.76,158.23999999999998,1327.1
56,166.79999999999998,164.16,159.35999999999999,162.23999999999998,163.99999999999997,156.32,158.8,158.32,160.56,153.76,154.07999999999998,159.04,162.48,160.64,159.6,151.99999999999997,142.64,152.64,155.2,154.48,155.6,153.6,152.23999999999998,158.16,1351.3
57,166.64000000000001,163.84,159.6,162.48,164.48,157.28,157.92,158.23999999999998,161.04,154.39999999999998,153.6,158.56,163.44,160.56,159.92,152.23999999999998,143.51999999999998,153.04,156.0,154.88,155.6,154.07999999999998,151.67999999999998,158.0,1375.5
58,167.11999999999998,164.79999999999998,159.04,162.48,161.11999999999998,156.72,159.84,160.15999999999997,161.43999999999997,155.2,154.48,159.04,163.44,161.35999999999999,159.84,152.32,142.79999999999998,152.48,157.52,156.24,155.2,154.32,151.6,155.83999999999997,1399.7
59,167.28,164.48,159.92,162.39999999999998,160.79999999999998,157.52,159.2,158.07999999999998,161.75999999999996,154.39999999999998,154.32,158.72,163.27999999999997,161.28,160.07999999999998,152.23999999999998,143.84,152.23999999999998,154.0,154.16,154.79999999999998,153.6,152.23999999999998,156.72,1423.9
60,168.39999999999998,165.12,159.2,162.39999999999998,161.04,156.56,159.2,158.39999999999998,161.67999999999998,154.16,154.16,159.6,164.23999999999998,161.52,160.32,152.79999999999998,143.92,152.64,154.07999999999998,154.07999999999998,154.88,153.51999999999998,152.23999999999998,156.07999999999998,1448.1
61,168.24,164.72,160.24,162.48,161.43999999999997,157.52,159.12,158.72,161.67999999999998,154.32,154.23999999999998,159.2,164.23999999999998,161.67999999999998,160.47999999999996,152.56,144.07999999999998,153.11999999999998,154.96,154.16,155.12,154.32,151.35999999999999,156.32,1472.4
62,168.56,165.44,160.32,162.39999999999998,160.79999999999998,157.11999999999998,159.2,158.48,161.11999999999998,154.96,154.39999999999998,159.67999999999998,164.08,162.56,160.39999999999998,152.56,143.84,152.16,154.32,154.88,155.35999999999999,154.07999999999998,151.76,156.64,1496.7
63,169.11999999999998,165.59999999999997,159.92,162.88,161.67999999999998,157.92,159.2,158.88,162.07999999999998,154.96,154.79999999999998,159.67999999999998,164.79999999999998,162.88,160.39999999999998,152.64,144.39999999999998,153.04,154.55999999999997,153.84,155.51999999999998,154.48,153.76,156.56,1521.0
64,168.96,165.76,160.88,166.64000000000001,166.72,160.56,160.64,158.39999999999998,161.35999999999999,154.16,154.32,164.95999999999998,164.95999999999998,163.27999999999997,160.64,153.11999999999998,148.39999999999998,156.07999999999998,157.92,154.55999999999997,155.28,154.32,151.44,157.11999999999998,1545.3
65,169.04,166.23999999999998,160.24,162.88,162.8,161.2,160.95999999999998,160.47999999999996,160.32,154.96,154.64,159.67999999999998,164.88,162.88,161.04,157.92,151.12,154.23999999999998,156.56,154.72,157.6,154.64,152.4,156.72,1569.6
66,168.64,166.79999999999998,160.79999999999998,164.08,164.55999999999997,157.35999999999999,160.88,161.84,160.64,154.07999999999998,154.39999999999998,160.71999999999997,165.12,163.76,160.95999999999998,156.16,145.44,153.27999999999997,154.72,155.2,155.44,155.28,153.04,157.84,1593.9
67,168.79999999999998,166.87999999999997,160.71999999999997,163.35999999999999,163.99999999999997,161.28,159.44,158.32,160.56,156.24,155.04,159.2,166.07999999999998,163.76,160.32,154.16,149.12,156.4,154.64,154.64,155.35999999999999,155.35999999999999,153.84,155.92,1618.2
68,169.84,166.55999999999997,160.79999999999998,166.4,167.6,162.56,161.6,159.6,160.95999999999998,155.04,154.32,159.04,165.59999999999997,163.92,160.71999999999997,158.39999999999998,151.51999999999998,156.72,156.0,156.79999999999998,155.67999999999998,154.32,152.56,156.88,1642.5
69,169.20000000000002,167.2,161.43999999999997,163.84,168.79999999999998,157.44,159.6,158.39999999999998,161.04,154.23999999999998,154.55999999999997,161.6,165.59999999999997,164.16,161.28,157.6,147.11999999999998,155.51999999999998,155.76,155.2,155.6,155.12,152.95999999999998,157.28,1666.8
70,170.56,167.04,161.75999999999996,163.03999999999996,163.35999999999999,159.67999999999998,163.92,158.96,161.04,154.32,154.32,159.92,166.4,164.55999999999997,161.6,155.6,152.95999999999998,158.39999999999998,156.07999999999998,155.67999999999998,156.72,154.39999999999998,152.95999999999998,156.56,1691.1
71,170.88,167.11999999999998,163.76,163.76,167.51999999999998,159.44,161.67999999999998,158.8,160.32,156.64,156.0,159.84,167.11999999999998,164.55999999999997,162.23999999999998,154.48,149.92,157.11999999999998,156.72,156.79999999999998,157.44,156.64,154.0,156.64,1715.4
72,171.2,167.83999999999997,161.75999999999996,163.76,163.27999999999997,157.76,160.15999999999997,159.92,161.2,155.76,155.28,160.64,166.55999999999997,165.36,161.67999999999998,159.76,148.07999999999998,156.0,157.35999999999999,157.6,157.04,155.35999999999999,154.16,157.84,1739.7
73,170.71999999999997,167.76,161.75999999999996,165.76,167.76,164.95999999999998,161.04,159.35999999999999,160.07999999999998,154.72,157.11999999999998,160.32,167.68,165.68,162.07999999999998,157.68,151.12,157.2,158.72,155.2,156.88,154.88,153.11999999999998,156.24,1764.0
74,170.79999999999998,168.24,161.84,163.99999999999997,173.6,159.51999999999998,159.67999999999998,159.04,159.84,154.72,154.23999999999998,159.6,167.11999999999998,165.36,162.32,162.88,152.07999999999998,156.48,156.72,155.67999999999998,156.32,154.55999999999997,153.04,156.07999999999998,1788.3
75,171.35999999999999,168.0,162.32,164.88,169.84,161.28,166.87999999999997,159.51999999999998,161.04,155.76,155.04,164.31999999999996,167.83999999999997,166.07999999999998,165.04,158.23999999999998,150.95999999999998,162.16,160.07999999999998,155.67999999999998,156.24,154.88,155.67999999999998,159.67999999999998,1812.6
76,172.32,168.32,162.32,163.27999999999997,164.08,157.28,159.92,163.12,160.95999999999998,155.12,155.2,159.6,167.92000000000002,165.92,162.95999999999998,157.2,145.6,156.48,157.35999999999999,157.35999999999999,156.07999999999998,154.96,153.27999999999997,156.56,1836.9
77,172.23999999999998,169.20000000000002,163.76,164.4,169.6,156.0,162.8,161.11999999999998,161.28,155.04,156.56,161.43999999999997,168.32,166.16,162.88,156.07999999999998,147.11999999999998,159.84,157.92,158.96,155.28,157.2,153.68,157.28,1861.2
78,172.56,168.07999999999998,163.84,164.23999999999998,163.51999999999998,155.92,159.76,159.12,161.28,154.23999999999998,154.64,159.67999999999998,168.88,166.64000000000001,163.44,156.0,145.83999999999997,156.64,156.95999999999998,156.95999999999998,156.16,154.88,152.79999999999998,156.07999999999998,1885.5
79,172.56,168.96,164.64,164.4,164.23999999999998,155.51999999999998,159.76,161.28,163.27999999999997,155.2,155.35999999999999,160.32,168.56,167.51999999999998,162.88,156.4,146.07999999999998,156.79999999999998,158.8,159.12,158.23999999999998,156.64,153.68,158.56,1909.8
80,172.88,169.20000000000002,164.23999999999998,163.84,163.99999999999997,155.83999999999997,167.68,170.39999999999998,161.6,156.4,157.2,163.27999999999997,169.04,167.04,162.88,155.6,145.83999999999997,159.6,168.88,165.27999999999997,155.92,158.23999999999998,158.32,159.76,1934.1
81,173.03999999999996,169.11999999999998,163.51999999999998,164.4,163.67999999999998,160.32,163.51999999999998,162.16,163.35999999999999,156.16,158.8,159.67999999999998,169.20000000000002,167.44,163.92,156.07999999999998,150.88,158.23999999999998,159.92,158.0,158.23999999999998,159.12,153.04,156.56,1958.4
82,173.51999999999998,170.15999999999997,164.55999999999997,164.79999999999998,163.84,158.0,164.16,162.32,161.43999999999997,156.95999999999998,156.95999999999998,160.64,168.88,167.68,163.76,156.88,149.12,157.04,158.96,159.2,157.92,156.48,153.92,159.51999999999998,1982.7
83,173.2,169.6,165.04,164.88,163.2,156.48,164.79999999999998,161.84,168.32,161.52,158.23999999999998,160.71999999999997,170.24,168.0,163.92,156.79999999999998,146.16,156.07999999999998,162.64,161.35999999999999,163.44,160.07999999999998,152.88,160.56,2007.0
84,173.27999999999997,169.6,164.88,165.2,163.76,156.56,159.76,159.6,161.04,155.28,155.44,159.51999999999998,170.0,167.92000000000002,164.16,156.79999999999998,146.56,156.32,156.56,157.11999999999998,156.48,155.35999999999999,152.95999999999998,156.64,2031.3
85,173.6,170.32,165.12,164.88,164.4,156.16,160.39999999999998,159.04,162.23999999999998,155.76,154.72,160.39999999999998,170.24,168.48,164.88,157.04,146.32,156.24,156.64,156.64,157.92,155.2,152.95999999999998,156.24,2055.6
86,174.08,170.56,165.2,165.2,164.16,156.32,159.67999999999998,158.96,161.28,154.55999999999997,154.64,160.15999999999997,170.56,168.72,164.23999999999998,157.35999999999999,147.11999999999998,156.4,157.04,156.24,156.16,155.28,152.95999999999998,156.72,2079.9
87,174.4,170.64,165.44,165.76,164.08,162.95999999999998,161.67999999999998,160.79999999999998,162.48,157.92,158.48,162.64,170.71999999999997,168.39999999999998,164.48,157.11999999999998,151.67999999999998,160.07999999999998,157.76,159.04,160.71999999999997,161.04,155.04,160.0,2104.3
88,174.95999999999998,169.92,165.59999999999997,165.2,164.4,156.72,160.47999999999996,159.51999999999998,160.79999999999998,154.88,155.04,160.24,171.2,168.48,164.31999999999996,156.79999999999998,147.11999999999998,156.4,157.52,157.35999999999999,155.67999999999998,155.04,153.2,157.04,2128.7
89,174.95999999999998,170.56,165.92,165.76,164.48,156.79999999999998,160.64,159.92,166.64000000000001,157.84,160.79999999999998,167.04,170.95999999999998,168.56,164.64,157.84,146.88,156.24,157.2,157.28,161.2,161.11999999999998,159.2,168.88,2153.1
90,175.27999999999997,171.43999999999997,165.83999999999997,165.76,164.16,157.04,160.47999999999996,159.44,161.2,155.51999999999998,154.39999999999998,159.2,170.79999999999998,169.04,165.27999999999997,157.35999999999999,147.11999999999998,156.95999999999998,157.35999999999999,157.68,155.51999999999998,155.28,153.6,156.72,2177.5
91,175.27999999999997,171.11999999999998,166.0,166.0,163.76,156.64,160.79999999999998,159.04,160.56,155.04,155.51999999999998,160.0,171.52,169.11999999999998,165.68,156.95999999999998,147.52,156.72,156.56,157.76,156.64,154.88,152.79999999999998,157.04,2201.9
92,175.51999999999998,171.11999999999998,166.48,165.83999999999997,164.23999999999998,159.67999999999998,163.03999999999996,160.56,161.2,157.76,157.44,158.8,171.84,169.76,165.92,157.44,147.2,159.76,158.8,157.92,157.76,157.11999999999998,153.35999999999999,156.56,2226.3
93,175.27999999999997,171.84,166.55999999999997,166.16,164.48,162.8,166.07999999999998,161.43999999999997,161.2,158.96,155.6,162.64,172.07999999999998,169.35999999999999,165.83999999999997,157.52,157.11999999999998,166.23999999999998,162.95999999999998,159.76,158.0,156.56,154.48,160.64,2250.7
94,176.0,171.99999999999997,166.55999999999997,166.0,164.48,156.88,162.32,158.8,165.59999999999997,161.35999999999999,157.2,160.24,172.64,169.76,165.92,157.76,147.04,156.88,158.23999999999998,160.39999999999998,161.2,155.44,155.12,158.72,2275.1
95,176.4,171.92,165.92,166.87999999999997,164.95999999999998,162.88,167.51999999999998,166.32,169.76,160.71999999999997,161.6,160.71999999999997,172.71999999999997,169.67999999999998,165.92,157.76,154.07999999999998,165.36,164.55999999999997,164.4,163.27999999999997,160.88,153.84,156.72,2299.5
96,177.04,171.84,166.87999999999997,166.16,164.79999999999998,161.11999999999998,160.64,161.67999999999998,166.96,160.07999999999998,154.55999999999997,161.52,172.8,170.24,166.4,158.0,147.2,160.32,159.6,159.51999999999998,162.07999999999998,157.68,153.51999999999998,160.47999999999996,2323.9
97,176.79999999999998,172.95999999999998,167.28,166.0,168.64,162.95999999999998,165.27999999999997,163.03999999999996,162.07999999999998,156.95999999999998,158.0,168.39999999999998,173.51999999999998,170.56,166.23999999999998,158.8,149.35999999999999,163.35999999999999,160.47999999999996,159.44,155.67999999999998,156.79999999999998,158.64,163.92,2348.3
98,176.87999999999997,172.56,167.35999999999999,167.2,165.04,156.95999999999998,161.28,163.51999999999998,166.0,155.76,156.16,160.95999999999998,173.76,170.88,166.87999999999997,158.07999999999998,147.2,157.2,159.04,160.07999999999998,157.2,155.51999999999998,153.92,157.04,2372.7
99,177.68,173.2,167.35999999999999,166.4,164.88,157.11999999999998,162.07999999999998,159.84,161.92,154.96,155.12,162.95999999999998,173.51999999999998,170.47999999999996,167.11999999999998,158.39999999999998,147.52,156.4,157.52,157.52,156.48,155.83999999999997,153.35999999999999,156.32,2397.1
