,1700.0 µM Pi (1),850.0 µM Pi (1),425.0 µM Pi (1),212.5 µM Pi (1),106.25 µM Pi (1),53.125 µM Pi (1),26.5625 µM Pi (1),13.28125 µM Pi (1),6.640625 µM Pi (1),3.3203125 µM Pi (1),1.66015625 µM Pi (1),0.830078125 µM Pi (1),1700.0 µM Pi (2),850.0 µM Pi (2),425.0 µM Pi (2),212.5 µM Pi (2),106.25 µM Pi (2),53.125 µM Pi (2),26.5625 µM Pi (2),13.28125 µM Pi (2),6.640625 µM Pi (2),3.3203125 µM Pi (2),1.66015625 µM Pi (2),0.830078125 µM Pi (2),time
165,191.2,185.59999999999997,178.0,174.64,170.88,162.16,163.76,161.67999999999998,162.48,156.32,156.07999999999998,160.32,188.64,183.67999999999998,177.51999999999998,167.11999999999998,152.95999999999998,161.6,159.92,159.35999999999999,157.2,156.24,154.48,161.43999999999997,4012.8
166,192.23999999999998,185.83999999999997,177.92000000000002,174.08,171.2,165.2,166.48,165.04,166.55999999999997,159.44,158.23999999999998,161.6,188.32,183.84,177.04,166.32,155.44,164.95999999999998,163.03999999999996,163.03999999999996,161.04,159.51999999999998,159.12,160.15999999999997,4037.4
167,192.71999999999997,185.76,177.76,174.23999999999998,170.95999999999998,166.0,175.04,169.20000000000002,165.51999999999998,159.51999999999998,166.72,167.6,188.72,183.6,177.68,167.04,159.44,167.83999999999997,170.79999999999998,164.79999999999998,161.6,166.79999999999998,163.44,166.72,4062.0
168,192.23999999999998,186.23999999999998,178.07999999999998,174.64,170.88,161.28,162.88,161.99999999999997,162.07999999999998,156.16,156.0,160.71999999999997,189.20000000000002,183.92,177.11999999999998,166.79999999999998,155.28,161.6,159.44,160.15999999999997,157.04,155.6,154.55999999999997,174.23999999999998,4086.6
169,192.88,185.68,178.32,174.79999999999998,171.52,161.11999999999998,163.84,161.84,162.32,156.64,156.16,161.04,189.04,184.16,177.92000000000002,167.44,156.07999999999998,161.67999999999998,160.88,159.76,157.68,156.32,154.07999999999998,159.2,4111.2
170,193.12,185.83999999999997,178.56,174.79999999999998,171.52,161.11999999999998,163.2,161.99999999999997,162.71999999999997,156.0,156.07999999999998,161.52,188.96,184.48,177.51999999999998,167.04,153.2,161.6,159.67999999999998,159.44,158.0,156.4,155.35999999999999,160.47999999999996,4135.8
171,193.03999999999996,186.72,177.83999999999997,174.55999999999997,171.04,169.84,174.55999999999997,172.23999999999998,169.52,164.16,165.27999999999997,172.39999999999998,189.43999999999997,184.48,178.15999999999997,167.04,156.79999999999998,169.6,171.28,168.79999999999998,165.76,163.27999999999997,165.2,168.96,4160.4
172,193.67999999999998,187.51999999999998,178.48,175.44,173.76,171.52,173.76,170.95999999999998,170.79999999999998,163.51999999999998,155.67999999999998,164.23999999999998,189.6,184.31999999999996,178.15999999999997,167.68,160.95999999999998,171.75999999999996,170.79999999999998,168.39999999999998,165.68,157.84,154.16,166.16,4185.0
173,193.76,187.11999999999998,178.39999999999998,174.79999999999998,171.92,162.23999999999998,162.64,161.67999999999998,161.75999999999996,156.64,155.6,160.88,189.92,185.36,177.35999999999999,167.2,153.27999999999997,160.95999999999998,160.64,159.28,157.68,155.51999999999998,154.0,159.76,4209.6
174,194.31999999999996,187.04,179.04,175.68,171.28,162.32,163.12,161.6,161.84,156.24,156.48,160.79999999999998,189.92,184.88,178.39999999999998,167.68,153.68,161.52,160.71999999999997,159.76,157.11999999999998,155.67999999999998,154.16,159.28,4234.2
175,194.79999999999998,186.96,179.20000000000002,175.76,171.43999999999997,162.56,163.51999999999998,161.2,161.92,156.0,155.6,159.6,190.47999999999996,185.12,178.0,167.6,153.2,161.28,160.15999999999997,160.32,158.07999999999998,155.6,154.07999999999998,159.35999999999999,4258.8
176,194.23999999999998,188.07999999999998,179.11999999999998,175.68,174.72,186.72,166.96,166.4,166.87999999999997,161.04,160.15999999999997,166.32,190.56,185.92,178.72,168.0,158.32,168.79999999999998,164.95999999999998,163.6,161.92,160.32,158.23999999999998,166.23999999999998,4283.4
177,194.64,187.51999999999998,179.43999999999997,175.44,171.6,162.16,168.72,174.4,182.23999999999998,177.51999999999998,176.07999999999998,180.64,190.56,186.07999999999998,178.56,167.2,153.68,163.6,165.27999999999997,176.64000000000001,178.64,176.72,173.03999999999996,180.07999999999998,4308.0
178,194.88,188.0,179.76,176.0,171.6,162.8,164.23999999999998,161.92,162.8,156.07999999999998,156.16,160.64,191.84,185.83999999999997,178.88,167.68,153.84,161.75999999999996,160.47999999999996,160.15999999999997,157.84,156.48,154.48,161.35999999999999,4332.6
179,194.95999999999998,188.15999999999997,179.35999999999999,176.0,171.52,162.56,163.92,161.6,162.88,156.4,156.24,161.04,191.43999999999997,185.68,179.52,167.92000000000002,153.51999999999998,162.16,160.56,159.76,158.07999999999998,156.72,153.92,159.35999999999999,4357.2
180,195.36,188.64,179.92,176.23999999999998,171.99999999999997,165.83999999999997,166.16,168.48,172.07999999999998,165.92,160.56,160.56,191.6,185.68,178.96,168.32,154.55999999999997,164.72,167.11999999999998,166.64000000000001,168.64,163.12,154.32,162.56,4381.8
181,195.12,187.68,179.92,176.0,174.72,168.88,170.88,171.28,170.56,162.8,164.08,169.84,192.16,186.48,179.20000000000002,168.32,156.48,167.44,169.67999999999998,170.32,165.51999999999998,165.2,163.03999999999996,169.11999999999998,4406.4
182,195.2,188.07999999999998,179.84,176.48,172.48,163.27999999999997,163.27999999999997,162.23999999999998,162.23999999999998,156.56,155.04,160.56,192.56,186.72,179.67999999999998,168.32,153.6,162.16,161.04,159.51999999999998,158.39999999999998,156.48,154.16,160.71999999999997,4431.0
183,195.36,188.96,179.84,176.32,172.95999999999998,163.76,164.23999999999998,162.39999999999998,162.39999999999998,156.07999999999998,156.16,160.39999999999998,192.23999999999998,186.64000000000001,179.76,168.39999999999998,153.44,162.39999999999998,160.64,160.39999999999998,158.39999999999998,156.24,154.79999999999998,160.71999999999997,4455.6
184,195.92,189.11999999999998,180.24,176.72,172.16,164.16,163.92,161.52,162.71999999999997,155.83999999999997,156.16,160.24,192.48,186.79999999999998,179.92,168.32,154.39999999999998,161.99999999999997,161.28,160.56,158.48,156.32,154.16,161.11999999999998,4480.2
185,196.48,189.20000000000002,180.88,177.2,172.56,163.92,163.92,161.6,162.07999999999998,157.6,160.15999999999997,165.04,192.64,186.79999999999998,179.28,168.79999999999998,154.32,161.6,161.04,159.84,159.92,160.64,158.32,168.0,4504.8
186,196.55999999999997,189.6,180.39999999999998,176.32,172.71999999999997,162.88,164.08,163.12,163.99999999999997,159.2,156.16,160.95999999999998,193.27999999999997,187.35999999999999,180.47999999999996,169.35999999999999,154.72,162.23999999999998,162.64,162.8,158.07999999999998,156.88,154.07999999999998,160.88,4529.4
187,196.55999999999997,189.52,180.88,176.07999999999998,171.92,163.03999999999996,171.67999999999998,172.8,180.79999999999998,178.15999999999997,175.59999999999997,182.07999999999998,193.2,186.96,180.56,169.04,161.75999999999996,167.2,169.04,176.16,177.11999999999998,176.4,169.92,179.04,4554.0
188,196.79999999999998,190.07999999999998,180.71999999999997,176.55999999999997,172.39999999999998,161.99999999999997,166.79999999999998,170.47999999999996,169.11999999999998,158.48,161.84,167.6,193.12,187.6,180.15999999999997,168.48,156.72,163.76,169.84,166.55999999999997,160.95999999999998,159.04,159.92,168.24,4578.6
189,197.44,189.6,181.43999999999997,177.04,172.88,162.39999999999998,166.48,164.16,163.44,159.92,156.24,160.56,193.84,188.07999999999998,180.64,169.20000000000002,154.72,162.48,162.95999999999998,161.04,158.07999999999998,158.16,154.23999999999998,160.15999999999997,4603.2
190,197.51999999999998,189.6,181.6,177.28,173.03999999999996,163.03999999999996,164.72,165.36,169.6,162.95999999999998,162.32,165.2,193.99999999999997,187.92000000000002,180.79999999999998,169.20000000000002,154.72,164.72,160.79999999999998,165.2,163.92,162.64,160.15999999999997,160.64,4627.8
191,196.4,190.07999999999998,181.04,177.6,172.23999999999998,161.75999999999996,164.4,164.55999999999997,164.64,158.23999999999998,156.4,160.32,194.23999999999998,188.24,180.88,169.76,154.72,162.39999999999998,162.07999999999998,161.28,161.92,158.48,154.48,161.6,4652.4
192,197.28,191.04,181.99999999999997,176.87999999999997,172.32,162.32,163.84,162.39999999999998,164.72,156.56,155.51999999999998,165.51999999999998,194.88,188.79999999999998,181.28,168.88,154.55999999999997,162.56,160.95999999999998,159.84,158.0,156.0,154.32,166.0,4677.0
193,198.24,190.07999999999998,181.75999999999996,177.2,173.35999999999999,163.35999999999999,163.51999999999998,162.88,163.27999999999997,156.32,156.16,160.79999999999998,194.23999999999998,188.32,180.88,169.52,155.44,162.8,160.64,160.24,157.68,156.4,154.55999999999997,159.84,4701.6
194,198.07999999999998,190.88,181.75999999999996,178.15999999999997,173.2,162.23999999999998,163.99999999999997,162.8,164.23999999999998,157.52,158.96,161.28,194.4,188.72,181.04,169.35999999999999,155.28,162.88,160.24,160.24,158.39999999999998,159.12,153.27999999999997,159.92,4726.2
195,198.48,190.88,181.84,177.6,173.03999999999996,163.03999999999996,164.16,162.64,163.51999999999998,156.48,156.07999999999998,160.88,194.48,189.11999999999998,181.43999999999997,169.92,155.35999999999999,162.56,161.43999999999997,160.47999999999996,158.0,155.51999999999998,154.23999999999998,160.0,4750.8
196,198.56,191.67999999999998,182.39999999999998,178.0,173.2,163.2,164.72,162.95999999999998,163.76,155.92,156.24,161.43999999999997,195.04,188.96,181.75999999999996,170.07999999999998,155.35999999999999,162.8,161.11999999999998,160.0,158.07999999999998,156.24,154.39999999999998,159.67999999999998,4775.4
197,198.72,190.47999999999996,182.8,178.07999999999998,173.51999999999998,162.48,164.08,166.55999999999997,166.72,158.88,158.23999999999998,160.32,194.55999999999997,188.56,181.99999999999997,170.0,155.2,162.32,162.88,163.76,162.64,159.28,155.28,160.71999999999997,4800.0
198,199.11999999999998,191.75999999999996,182.39999999999998,178.07999999999998,172.56,163.35999999999999,163.92,165.04,167.6,161.28,158.56,160.88,195.59999999999997,189.35999999999999,182.07999999999998,169.67999999999998,155.12,162.64,161.2,164.95999999999998,162.71999999999997,161.04,154.39999999999998,165.04,4824.6
199,199.92,191.92,183.12,178.0,174.16,163.44,165.92,164.23999999999998,167.44,160.24,156.48,162.32,195.92,189.6,182.07999999999998,170.32,155.44,163.76,162.39999999999998,163.51999999999998,162.32,159.6,155.44,159.92,4849.2
200,199.52,191.75999999999996,182.71999999999997,178.39999999999998,173.92,161.99999999999997,164.16,164.79999999999998,166.48,157.11999999999998,155.6,160.56,195.92,189.35999999999999,181.92,170.24,155.35999999999999,163.27999999999997,162.95999999999998,162.23999999999998,162.48,155.6,154.39999999999998,159.92,4873.8
201,199.6,191.92,182.71999999999997,178.56,173.6,163.12,164.23999999999998,161.84,163.35999999999999,156.56,156.07999999999998,160.47999999999996,196.07999999999998,189.43999999999997,182.39999999999998,170.56,155.04,162.88,160.79999999999998,160.24,158.0,156.4,153.6,159.6,4898.4
202,199.67999999999998,192.16,183.51999999999998,178.56,173.44,163.44,165.36,166.0,170.15999999999997,163.03999999999996,164.79999999999998,173.76,196.4,190.32,182.23999999999998,169.76,155.83999999999997,162.95999999999998,162.48,168.79999999999998,164.4,162.8,163.44,175.68,4923.0
203,200.39999999999998,192.16,183.03999999999996,178.64,173.76,163.44,165.12,162.88,163.27999999999997,157.84,155.83999999999997,161.11999999999998,195.92,190.39999999999998,182.48,170.47999999999996,155.76,162.56,161.43999999999997,160.95999999999998,159.76,157.04,154.23999999999998,160.07999999999998,4947.6
204,200.39999999999998,192.56,183.12,178.48,173.92,170.79999999999998,169.67999999999998,167.76,167.92000000000002,160.07999999999998,159.92,169.67999999999998,196.32,190.07999999999998,182.64,170.07999999999998,161.04,168.96,166.23999999999998,164.95999999999998,161.2,160.32,158.72,165.04,4972.2
205,200.15999999999997,192.95999999999998,183.51999999999998,178.88,173.44,163.6,164.48,164.08,166.07999999999998,160.71999999999997,157.84,160.88,196.96,190.95999999999998,182.56,170.95999999999998,156.64,163.44,160.95999999999998,164.64,161.35999999999999,160.88,156.24,164.16,4996.8
206,200.79999999999998,193.12,183.6,178.88,173.84,162.56,164.64,164.31999999999996,163.44,156.88,156.56,160.32,196.55999999999997,190.0,182.23999999999998,171.43999999999997,156.16,163.27999999999997,161.52,160.32,158.07999999999998,157.76,153.92,160.0,5021.4
207,200.39999999999998,193.03999999999996,183.35999999999999,178.72,174.31999999999996,163.84,164.72,164.72,163.03999999999996,156.0,156.07999999999998,161.2,196.55999999999997,191.11999999999998,183.67999999999998,171.2,156.64,163.67999999999998,161.6,160.88,158.07999999999998,156.95999999999998,153.92,160.0,5046.0
208,201.28,193.84,184.31999999999996,179.28,174.48,163.76,164.88,164.4,163.12,157.2,156.64,160.64,197.11999999999998,191.35999999999999,183.2,170.79999999999998,156.48,163.6,160.64,160.88,158.23999999999998,158.23999999999998,154.32,159.67999999999998,5070.6
209,200.71999999999997,193.6,184.16,179.28,174.31999999999996,163.12,164.4,164.23999999999998,163.51999999999998,157.11999999999998,156.56,160.88,197.04,191.35999999999999,183.67999999999998,170.79999999999998,156.07999999999998,163.51999999999998,161.6,160.64,158.0,158.0,154.16,159.51999999999998,5095.2
210,201.35999999999999,193.44,184.4,179.67999999999998,174.64,163.44,164.88,163.84,163.84,160.71999999999997,162.07999999999998,167.04,197.44,191.11999999999998,183.67999999999998,171.67999999999998,156.4,162.95999999999998,161.6,162.23999999999998,161.43999999999997,161.67999999999998,161.11999999999998,165.51999999999998,5119.8
211,202.32,193.12,184.23999999999998,179.6,175.2,163.12,164.31999999999996,163.2,163.2,156.72,155.83999999999997,161.2,198.24,191.67999999999998,183.92,171.11999999999998,156.88,164.08,161.75999999999996,160.95999999999998,157.92,156.16,154.72,160.07999999999998,5144.4
212,201.75999999999996,193.67999999999998,185.04,179.43999999999997,174.79999999999998,163.6,165.2,162.8,162.56,156.72,156.24,160.64,198.48,192.16,183.84,171.35999999999999,156.56,163.44,161.6,160.64,157.92,157.2,154.72,159.44,5169.0
213,202.07999999999998,194.16,184.64,179.43999999999997,175.12,163.92,165.2,162.8,163.03999999999996,157.2,155.92,160.88,198.48,191.67999999999998,183.67999999999998,171.99999999999997,156.95999999999998,163.2,161.35999999999999,160.39999999999998,157.92,157.6,154.16,159.44,5193.7
214,202.07999999999998,193.92,184.95999999999998,179.6,175.2,163.12,164.64,162.56,162.88,156.79999999999998,156.56,160.56,198.39999999999998,192.23999999999998,184.16,171.75999999999996,156.32,163.2,161.6,161.2,157.92,155.83999999999997,154.23999999999998,158.96,5218.4
215,202.32,194.23999999999998,185.44,180.15999999999997,175.51999999999998,163.6,164.72,163.2,163.51999999999998,156.4,156.64,160.95999999999998,198.64,192.48,185.04,171.92,156.32,164.48,162.88,160.0,157.92,155.28,154.39999999999998,159.35999999999999,5243.1
216,202.56,194.72,184.79999999999998,179.11999999999998,174.88,163.92,164.79999999999998,163.44,162.95999999999998,157.11999999999998,156.56,160.95999999999998,198.64,192.32,184.31999999999996,172.07999999999998,157.2,163.44,162.16,160.95999999999998,158.39999999999998,156.16,154.23999999999998,159.28,5267.8
217,202.88,194.95999999999998,184.64,180.0,175.59999999999997,163.92,164.55999999999997,162.71999999999997,163.03999999999996,156.95999999999998,156.95999999999998,160.64,198.48,192.71999999999997,184.55999999999997,172.32,156.79999999999998,163.67999999999998,161.99999999999997,160.39999999999998,158.72,157.11999999999998,154.0,159.12,5292.5
218,203.35999999999999,194.79999999999998,185.68,180.0,175.68,163.2,164.79999999999998,163.2,163.35999999999999,156.07999999999998,156.0,161.04,199.11999999999998,192.88,184.88,172.71999999999997,157.28,163.67999999999998,161.99999999999997,160.47999999999996,158.39999999999998,156.64,154.39999999999998,159.92,5317.2
219,203.2,195.68,185.2,180.32,175.83999999999997,164.31999999999996,164.31999999999996,163.6,163.6,159.04,158.23999999999998,162.23999999999998,199.67999999999998,192.48,184.64,172.48,157.11999999999998,163.67999999999998,161.99999999999997,160.32,158.96,159.92,155.2,160.24,5341.9
220,203.6,195.2,185.27999999999997,180.56,175.2,163.84,165.2,163.35999999999999,163.03999999999996,156.88,156.88,161.2,200.07999999999998,193.51999999999998,184.72,172.64,157.04,163.92,162.16,161.11999999999998,158.0,156.72,154.39999999999998,159.6,5366.6
221,203.67999999999998,195.68,186.16,180.88,175.83999999999997,163.6,164.48,163.6,163.51999999999998,156.32,155.83999999999997,161.52,200.47999999999996,193.35999999999999,185.04,172.8,157.2,163.99999999999997,162.39999999999998,160.56,158.16,156.56,154.55999999999997,158.96,5391.3
222,203.84,195.44,186.23999999999998,181.52,175.51999999999998,164.08,165.12,163.44,163.35999999999999,156.88,156.0,160.64,200.07999999999998,193.67999999999998,185.36,173.12,156.72,164.16,162.48,160.32,158.56,156.64,154.0,160.0,5416.0
223,204.31999999999996,195.68,186.0,181.6,175.36,164.31999999999996,165.2,162.8,163.67999999999998,156.56,156.16,160.88,200.71999999999997,193.51999999999998,185.44,172.71999999999997,157.28,163.44,161.84,161.52,158.23999999999998,156.56,154.48,160.0,5440.7
224,203.67999999999998,195.44,186.32,181.52,176.4,163.76,164.79999999999998,163.35999999999999,162.64,155.92,156.48,161.35999999999999,201.35999999999999,193.92,185.83999999999997,172.8,156.95999999999998,164.4,161.84,160.56,158.32,156.64,154.88,158.88,5465.4
225,204.64,196.07999999999998,186.0,181.67999999999998,176.32,164.31999999999996,164.95999999999998,163.35999999999999,163.35999999999999,157.52,155.92,161.11999999999998,200.79999999999998,193.92,185.51999999999998,172.71999999999997,157.6,164.16,162.32,160.95999999999998,158.88,156.4,154.0,161.6,5490.1
226,204.55999999999997,196.79999999999998,186.79999999999998,181.52,176.16,164.31999999999996,172.71999999999997,171.35999999999999,169.20000000000002,164.23999999999998,161.52,165.76,200.56,194.55999999999997,185.76,173.27999999999997,159.92,164.4,170.32,170.15999999999997,169.35999999999999,163.84,161.11999999999998,164.88,5514.8
227,205.04,196.55999999999997,186.72,182.8,176.32,164.48,165.12,163.12,163.51999999999998,156.4,156.56,160.79999999999998,201.43999999999997,193.92,186.32,173.92,156.95999999999998,164.31999999999996,162.32,162.07999999999998,158.16,156.4,154.39999999999998,159.44,5539.5
228,204.31999999999996,196.32,186.48,180.07999999999998,175.27999999999997,164.55999999999997,165.2,163.6,163.27999999999997,156.16,158.72,162.71999999999997,201.35999999999999,194.16,185.59999999999997,173.12,157.6,164.08,162.16,160.79999999999998,158.0,157.11999999999998,157.04,159.92,5564.2
229,205.76,196.55999999999997,187.35999999999999,181.28,175.76,165.12,165.27999999999997,163.76,163.12,156.24,156.56,160.79999999999998,201.67999999999998,194.4,185.76,173.03999999999996,157.92,164.88,161.84,160.79999999999998,158.72,155.92,154.07999999999998,159.67999999999998,5588.9
230,205.76,196.32,186.96,181.35999999999999,175.44,164.79999999999998,165.2,163.27999999999997,163.35999999999999,156.72,156.79999999999998,160.64,201.84,194.23999999999998,186.48,173.67999999999998,157.52,164.72,161.99999999999997,161.43999999999997,158.32,156.72,154.55999999999997,160.39999999999998,5613.6
231,206.16,197.44,186.87999999999997,180.88,175.12,164.48,165.59999999999997,162.88,163.67999999999998,157.11999999999998,155.83999999999997,160.71999999999997,201.67999999999998,195.12,186.07999999999998,173.6,158.16,164.95999999999998,162.32,160.95999999999998,158.88,156.64,154.23999999999998,160.95999999999998,5638.3
232,205.76,197.35999999999999,187.51999999999998,181.84,176.32,164.4,165.44,163.76,163.6,157.11999999999998,156.07999999999998,161.2,201.99999999999997,195.27999999999997,186.64000000000001,173.99999999999997,158.0,164.64,162.23999999999998,161.04,158.39999999999998,156.48,155.2,160.47999999999996,5663.0
233,205.68,196.23999999999998,187.44,181.43999999999997,176.48,164.08,166.87999999999997,166.96,165.68,159.2,157.11999999999998,163.67999999999998,202.8,194.88,186.16,173.84,158.39999999999998,164.88,163.51999999999998,164.31999999999996,160.39999999999998,159.28,157.28,163.67999999999998,5687.7
234,205.68,196.79999999999998,187.68,181.43999999999997,176.48,165.12,164.88,163.35999999999999,163.35999999999999,156.88,156.56,161.11999999999998,202.88,195.27999999999997,187.35999999999999,173.92,158.16,164.88,162.8,161.67999999999998,158.48,156.95999999999998,154.55999999999997,160.47999999999996,5712.4
235,206.07999999999998,198.24,187.68,180.88,176.32,164.79999999999998,164.79999999999998,163.51999999999998,163.03999999999996,156.56,156.24,160.79999999999998,202.71999999999997,195.51999999999998,186.64000000000001,174.23999999999998,157.35999999999999,164.16,162.39999999999998,161.43999999999997,158.39999999999998,157.04,154.32,160.47999999999996,5737.1
236,205.76,197.92000000000002,188.15999999999997,181.52,176.4,165.12,165.59999999999997,163.67999999999998,162.95999999999998,157.6,155.76,161.2,202.8,195.68,187.44,174.79999999999998,157.6,164.88,162.64,161.2,158.16,157.11999999999998,154.23999999999998,160.07999999999998,5761.8
237,206.72,198.48,187.51999999999998,182.07999999999998,176.32,164.79999999999998,165.92,163.92,163.76,157.35999999999999,156.16,161.2,203.12,195.68,187.44,174.95999999999998,158.64,164.88,162.8,161.43999999999997,158.96,157.11999999999998,154.72,159.2,5786.5
238,207.2,198.79999999999998,188.24,182.16,176.48,165.27999999999997,165.76,163.67999999999998,162.95999999999998,157.68,156.88,161.04,203.51999999999998,195.76,187.44,173.76,158.39999999999998,165.2,162.56,161.2,158.16,156.88,154.96,160.39999999999998,5811.2
239,206.79999999999998,197.83999999999997,188.72,182.07999999999998,176.32,165.2,165.83999999999997,163.84,163.51999999999998,157.04,156.64,160.79999999999998,203.44,196.16,187.35999999999999,174.64,158.0,164.48,162.32,161.04,158.23999999999998,156.64,154.48,160.0,5835.9
240,207.2,198.88,187.76,181.84,176.64000000000001,164.95999999999998,165.44,164.16,163.35999999999999,157.2,157.04,161.28,203.6,196.48,187.51999999999998,174.48,158.0,165.51999999999998,162.48,161.99999999999997,158.48,156.72,154.39999999999998,160.07999999999998,5860.6
241,207.28,198.88,188.64,182.32,177.04,164.88,165.83999999999997,171.52,173.03999999999996,166.4,161.2,161.6,203.76,196.16,187.04,174.64,157.92,165.04,166.79999999999998,170.24,168.24,160.88,155.04,162.23999999999998,5885.3
242,207.83999999999997,198.96,189.20000000000002,182.8,177.11999999999998,164.95999999999998,165.92,164.16,163.99999999999997,156.56,156.56,161.04,204.4,196.64000000000001,187.6,175.2,158.56,165.51999999999998,162.8,160.79999999999998,158.56,157.2,154.72,160.64,5910.0
243,208.72,199.28,189.04,182.07999999999998,176.32,165.27999999999997,166.0,163.44,164.16,156.4,155.76,161.52,204.16,196.64000000000001,188.24,174.95999999999998,158.39999999999998,165.12,162.71999999999997,161.43999999999997,158.23999999999998,157.35999999999999,154.64,160.07999999999998,5934.7
244,208.32,198.79999999999998,188.96,182.64,176.79999999999998,165.12,165.68,163.6,163.44,156.79999999999998,155.92,161.35999999999999,204.79999999999998,197.2,188.56,174.88,158.96,165.36,162.88,161.43999999999997,158.23999999999998,156.48,155.12,160.88,5959.4
245,208.15999999999997,199.11999999999998,189.04,182.8,177.44,165.44,166.32,163.92,164.16,156.79999999999998,156.95999999999998,161.2,204.95999999999998,197.35999999999999,188.48,174.95999999999998,158.32,165.51999999999998,162.88,161.28,158.07999999999998,156.95999999999998,154.88,159.92,5984.1
246,208.32,199.84,188.72,182.64,177.04,165.2,165.44,164.23999999999998,163.76,157.28,155.92,161.11999999999998,204.95999999999998,197.28,188.72,175.68,158.23999999999998,164.79999999999998,163.03999999999996,160.47999999999996,158.72,157.04,154.64,159.84,6008.8
247,208.64,200.24,189.04,182.56,177.11999999999998,165.76,165.83999999999997,163.99999999999997,163.67999999999998,157.35999999999999,156.64,161.04,204.88,197.92000000000002,188.39999999999998,175.83999999999997,158.39999999999998,164.95999999999998,162.71999999999997,161.2,158.23999999999998,157.2,154.55999999999997,159.84,6033.5
248,208.72,199.76,189.35999999999999,183.2,177.44,165.36,165.76,163.76,165.76,158.0,156.88,161.2,205.04,198.15999999999997,189.20000000000002,175.44,158.72,165.36,162.8,162.16,160.95999999999998,156.07999999999998,155.04,159.6,6058.2
249,208.88,199.76,189.43999999999997,183.12,177.68,165.36,165.44,164.08,163.51999999999998,157.04,156.72,161.2,205.59999999999997,197.92000000000002,188.79999999999998,175.76,159.12,165.76,162.64,161.84,159.12,156.72,154.32,159.35999999999999,6082.9
250,209.43999999999997,199.76,189.67999999999998,183.27999999999997,178.15999999999997,165.59999999999997,165.76,164.16,163.35999999999999,158.07999999999998,156.24,161.28,206.07999999999998,198.39999999999998,189.11999999999998,175.44,159.12,165.44,162.71999999999997,161.11999999999998,159.28,156.79999999999998,154.72,160.07999999999998,6107.6
251,209.6,200.56,190.07999999999998,183.2,177.11999999999998,165.51999999999998,166.16,163.6,163.84,157.44,156.32,161.28,206.07999999999998,198.24,189.84,175.36,158.96,165.44,162.88,161.92,158.72,157.2,154.88,162.23999999999998,6132.3
252,209.43999999999997,200.15999999999997,189.52,182.64,178.0,165.51999999999998,165.92,164.31999999999996,163.99999999999997,157.44,156.16,161.52,206.32,198.48,188.56,175.36,158.88,165.12,162.64,161.2,159.12,157.04,154.39999999999998,160.39999999999998,6157.0
253,209.84,200.32,190.64,183.44,176.96,165.36,166.4,164.23999999999998,163.76,156.88,156.72,161.11999999999998,206.4,198.64,189.6,175.76,159.04,164.95999999999998,162.39999999999998,161.35999999999999,158.48,157.28,154.23999999999998,160.15999999999997,6181.7
254,210.0,201.11999999999998,190.39999999999998,183.84,177.76,165.59999999999997,165.83999999999997,164.16,163.99999999999997,156.88,156.48,161.92,206.64000000000001,198.79999999999998,189.84,175.83999999999997,159.2,165.2,163.35999999999999,161.75999999999996,158.32,156.79999999999998,154.96,160.95999999999998,6206.4
255,209.6,200.56,190.88,183.6,178.32,165.27999999999997,168.79999999999998,170.88,169.6,161.6,162.23999999999998,168.0,206.16,199.11999999999998,190.0,176.07999999999998,159.92,165.59999999999997,170.39999999999998,166.79999999999998,163.99999999999997,162.56,161.75999999999996,164.88,6231.1
256,210.07999999999998,201.43999999999997,190.71999999999997,183.76,177.44,165.2,165.59999999999997,163.84,163.12,156.64,156.32,162.39999999999998,206.87999999999997,199.28,189.67999999999998,176.72,159.35999999999999,166.0,162.56,161.99999999999997,159.04,156.56,154.79999999999998,159.6,6255.8
257,210.39999999999998,201.35999999999999,190.71999999999997,184.55999999999997,176.96,166.4,166.07999999999998,164.23999999999998,163.44,156.72,156.4,161.67999999999998,206.96,198.56,190.24,176.16,159.28,166.55999999999997,163.2,161.84,158.72,157.28,154.23999999999998,160.39999999999998,6280.5
258,210.32,201.84,190.24,183.99999999999997,177.83999999999997,165.04,165.59999999999997,164.08,163.67999999999998,156.79999999999998,156.48,160.71999999999997,207.11999999999998,198.48,190.07999999999998,176.48,159.28,165.76,163.2,162.07999999999998,158.56,156.88,155.2,160.47999999999996,6305.2
259,210.71999999999997,201.75999999999996,190.24,183.76,178.07999999999998,165.92,166.0,163.92,163.44,157.04,156.56,161.2,207.11999999999998,199.43999999999997,190.24,176.0,159.67999999999998,166.16,163.51999999999998,161.2,159.04,157.04,154.79999999999998,160.95999999999998,6329.9
260,211.04,201.99999999999997,190.64,183.76,177.92000000000002,165.51999999999998,166.07999999999998,164.08,163.35999999999999,157.2,156.16,161.52,207.11999999999998,199.28,190.79999999999998,176.79999999999998,159.51999999999998,166.32,162.95999999999998,161.52,158.56,156.72,154.48,160.32,6354.6
261,212.07999999999998,202.16,191.52,183.92,178.0,165.83999999999997,166.0,164.31999999999996,164.08,156.64,156.07999999999998,160.95999999999998,207.6,199.52,190.32,176.55999999999997,159.51999999999998,165.76,162.95999999999998,161.75999999999996,159.12,157.35999999999999,154.88,159.67999999999998,6379.3
